access_id,timestamp,user_id,username,department,data_asset,data_sensitivity,data_category,query_type,rowcount,access_method,destination,status,source_ip,bytes_transferred,session_duration_min,client_application,authentication_method,is_vpn,geo_location,time_classification,anomaly_marker
ACC-000650,2025-10-24 17:23:40,USR-0037,haruto.nair,Operations,Ops_Dashboard,low,Operational,SELECT,403,API,internal_server,success,10.120.157.213,100347,1,SSMS,Biometric,False,London,business_hours,
ACC-000651,2025-10-25 01:33:52,USR-0029,marcus.harris,Engineering,GL_Ledger,high,Financial,SELECT,1942,SQL_Client,local_workstation,success,10.91.172.102,887494,17.4,Jupyter_Notebook,API_Key,False,Tokyo,weekend,AFTER_HOURS_RESTRICTED
ACC-000652,2025-10-25 22:58:20,USR-0098,xiulan.jones,Sales,Sales_Pipeline,medium,Operational,INSERT,2023,BI_Tool,internal_report,success,10.35.67.45,989247,10.7,Power_BI,Certificate,False,Sydney,weekend,STALE_ACCOUNT_ACCESS
ACC-000653,2025-10-26 00:09:23,USR-0047,shreya.young,Engineering,CRM_Database,high,PII,BULK_DOWNLOAD,2434,Direct_Download,local_workstation,success,10.8.45.50,1070960,14.4,Excel,Certificate,False,Singapore,weekend,BULK_EXPORT
ACC-000654,2025-10-27 09:00:27,USR-0021,rhea.pillai,Legal,Legal_Documents,high,Legal,BULK_DOWNLOAD,1823,BI_Tool,internal_server,success,10.72.81.67,714616,11.2,Custom_ETL,SSO,False,Toronto,business_hours,
ACC-000655,2025-10-27 10:29:25,USR-0032,victor.menon,Support,Litigation_DB,restricted,Legal,SELECT,784,SQL_Client,local_workstation,success,10.195.169.118,78400,16.4,Power_BI,SSO,False,Frankfurt,business_hours,
ACC-000656,2025-10-28 15:35:29,USR-0008,austin.hernandez,Finance,Backup_System,high,Technical,EXPORT,4772,Web_Portal,cloud_storage,success,10.99.144.200,1775184,5.0,SSMS,API_Key,True,Tokyo,business_hours,EXFILTRATION_RISK
ACC-000657,2025-10-28 16:31:33,USR-0014,jack.moreau,HR,Employee_Records,restricted,PII,INSERT,202,API,local_workstation,success,10.235.1.226,28482,24.7,Tableau,Biometric,False,Tokyo,business_hours,
ACC-000658,2025-10-29 09:43:05,USR-0098,xiulan.jones,Sales,Lead_Database,medium,PII,SELECT,2597,SQL_Client,internal_report,success,10.192.127.98,779100,4.7,SAP_GUI,MFA,False,London,business_hours,STALE_ACCOUNT_ACCESS
ACC-000659,2025-10-29 18:31:34,USR-0052,dean.lopez,Legal,Contract_Repository,high,Legal,UPDATE,317,SQL_Client,local_workstation,success,10.181.1.16,144869,14.4,Power_BI,SSO,False,London,after_hours,
ACC-000660,2025-10-30 08:04:46,USR-0065,chase.meyer,HR,Benefits_DB,high,HR,SELECT,0,BI_Tool,shared_drive,failure,178.200.29.137,0,1.6,SAP_GUI,SSO,False,Unknown_VPN,business_hours,FAILED_AUTH_BURST
ACC-000661,2025-10-30 12:11:44,USR-0000,kiara.jackson,Finance,GL_Ledger,high,Financial,EXPORT,212,API,internal_server,success,10.146.45.45,45156,5.3,SSMS,SSO,False,Mumbai,business_hours,
ACC-000662,2025-10-30 12:41:00,USR-0038,nisha.rodriguez,Marketing,Marketing_Analytics,low,Operational,INSERT,223,BI_Tool,local_workstation,success,10.75.217.231,40586,26.4,SAP_GUI,SSO,False,Frankfurt,business_hours,
ACC-000663,2025-10-30 15:24:06,USR-0002,neha.hernandez,Engineering,Dev_DB,low,Technical,BULK_DOWNLOAD,1584,SQL_Client,internal_server,success,10.200.16.122,350064,2.4,SAP_GUI,API_Key,True,London,business_hours,
ACC-000664,2025-10-30 16:15:26,USR-0080,aditi.murphy,Support,Contract_Repository,high,Legal,INSERT,1972,API,internal_server,success,10.2.21.46,218892,1,API_Client,SSO,True,Toronto,business_hours,
ACC-000665,2025-10-31 09:03:03,USR-0049,blake.das,Engineering,AP_System,high,Financial,UPDATE,2850,BI_Tool,internal_server,success,10.242.240.112,1077300,11.9,Excel,MFA,False,Sydney,business_hours,CROSS_DEPT_ACCESS
ACC-000666,2025-10-31 09:21:51,USR-0076,lena.kim,Marketing,Campaign_DB,low,Operational,SELECT,152,SQL_Client,local_workstation,success,10.76.100.71,34656,1.8,Python_Script,Password_Only,True,Frankfurt,business_hours,
ACC-000667,2025-10-31 14:39:24,USR-0005,simran.anderson,Sales,Code_Repository,medium,Technical,INSERT,1154,Web_Portal,shared_drive,success,10.40.212.195,370434,26.3,API_Client,MFA,False,Toronto,business_hours,
ACC-000668,2025-10-31 14:57:45,USR-0087,brett.perez,Sales,Customer_Segments,medium,PII,UPDATE,1150,BI_Tool,internal_server,success,10.123.67.100,140300,1,API_Client,MFA,False,Tokyo,business_hours,
ACC-000669,2025-10-31 15:22:47,USR-0079,nisha.garcia,Sales,Campaign_DB,low,Operational,INSERT,3154,SQL_Client,local_workstation,success,10.34.113.167,378480,22.2,Power_BI,SSO,False,London,business_hours,
ACC-000670,2025-11-01 01:31:18,USR-0089,sarah.ghosh,Executive,HR_Database,high,HR,UPDATE,2717,Web_Portal,local_workstation,success,10.91.56.229,543400,19.4,Excel,SSO,True,Frankfurt,weekend,AFTER_HOURS_RESTRICTED
ACC-000671,2025-11-01 10:01:48,USR-0044,jack.chen,Sales,CRM_Database,high,PII,SELECT,0,Web_Portal,local_workstation,failure,10.129.211.1,0,1.0,Tableau,Password_Only,False,Tokyo,weekend,FAILED_AUTH_BURST
ACC-000672,2025-11-01 12:18:31,USR-0007,tyler.perez,Executive,All_Financial,restricted,Financial,INSERT,1086,API,shared_drive,success,10.125.78.159,470238,19.1,Custom_ETL,SSO,False,Sydney,weekend,STALE_ACCOUNT_ACCESS
ACC-000673,2025-11-02 00:16:57,USR-0013,nathan.chen,IT,AR_System,high,Financial,INSERT,2891,API,local_workstation,success,10.6.177.97,948248,15.7,Excel,Password_Only,False,Sydney,weekend,AFTER_HOURS_RESTRICTED
ACC-000674,2025-11-02 04:21:10,USR-0051,tatiana.martinez,Support,Contract_Repository,high,Legal,BULK_DOWNLOAD,3608,SQL_Client,usb_drive,success,10.16.234.90,1306096,15.8,Custom_ETL,Certificate,False,Sydney,weekend,EXFILTRATION_RISK
ACC-000675,2025-11-03 10:17:20,USR-0041,leela.iyer,Engineering,Dev_DB,low,Technical,SELECT,51,SQL_Client,internal_report,success,10.254.124.239,4743,36.3,Excel,API_Key,False,London,business_hours,
ACC-000676,2025-11-03 14:06:22,USR-0008,austin.hernandez,Finance,All_Financial,restricted,Financial,UPDATE,0,SQL_Client,local_workstation,failure,203.114.223.191,0,0.5,Jupyter_Notebook,MFA,True,Pyongyang,business_hours,FAILED_AUTH_BURST
ACC-000677,2025-11-03 14:43:01,USR-0078,nathan.rodriguez,IT,SIEM_Dashboard,medium,Technical,SELECT,190,Web_Portal,internal_report,success,10.47.60.87,47120,6.5,SSMS,Certificate,True,London,business_hours,
ACC-000678,2025-11-03 17:44:36,USR-0074,riya.petit,Marketing,Customer_Segments,medium,PII,UPDATE,1194,Web_Portal,shared_drive,success,10.33.55.119,579090,14.4,Tableau,SSO,False,Tokyo,business_hours,
ACC-000679,2025-11-03 20:08:26,USR-0047,shreya.young,Engineering,PROD_DB,high,Technical,SELECT,73,BI_Tool,internal_server,success,10.105.93.247,36208,5.8,Tableau,MFA,False,Toronto,after_hours,
ACC-000680,2025-11-03 22:49:56,USR-0035,ananya.iyer,IT,SIEM_Dashboard,medium,Technical,BULK_DOWNLOAD,431,Web_Portal,shared_drive,success,10.1.110.179,84907,9.8,SSMS,SSO,False,Frankfurt,night,
ACC-000681,2025-11-04 13:18:09,USR-0014,jack.moreau,HR,Payroll_System,restricted,PII,SELECT,267,API,internal_report,success,10.91.25.92,101727,18.0,Excel,API_Key,False,Tokyo,business_hours,
ACC-000682,2025-11-05 10:46:09,USR-0085,emma.smith,Engineering,PROD_DB,high,Technical,BULK_DOWNLOAD,2629,Web_Portal,local_workstation,success,10.250.210.25,896489,18.2,SSMS,SSO,False,Mumbai,business_hours,
ACC-000683,2025-11-05 11:54:13,USR-0029,marcus.harris,Engineering,Litigation_DB,restricted,Legal,SELECT,1744,SQL_Client,local_workstation,success,10.132.18.184,763872,36.1,SSMS,Certificate,False,New_York,business_hours,
ACC-000684,2025-11-05 14:12:32,USR-0080,aditi.murphy,Support,Ticketing_System,low,Operational,EXPORT,1005,API,local_workstation,success,10.157.65.89,465315,1,Python_Script,SSO,False,Singapore,business_hours,
ACC-000685,2025-11-06 09:03:56,USR-0001,xiulan.iyer,Finance,AR_System,high,Financial,SELECT,285,SQL_Client,shared_drive,success,10.165.242.22,69255,24.1,Excel,MFA,False,Singapore,business_hours,
ACC-000686,2025-11-06 10:47:28,USR-0094,riya.dubois,Operations,Litigation_DB,restricted,Legal,EXPORT,1709,SQL_Client,shared_drive,success,10.137.32.200,851082,10.5,SSMS,MFA,False,London,business_hours,
ACC-000687,2025-11-06 11:12:58,USR-0028,fatima.fischer,Marketing,Marketing_Analytics,low,Operational,UPDATE,66,SQL_Client,shared_drive,success,10.76.63.247,10164,16.2,Power_BI,API_Key,False,Mumbai,business_hours,
ACC-000688,2025-11-07 03:18:24,USR-0050,troy.smith,Finance,AP_System,high,Financial,EXPORT,0,API,shared_drive,failure,91.210.173.187,0,1.2,API_Client,Password_Only,False,Lagos,night,FAILED_AUTH_BURST
ACC-000689,2025-11-07 09:37:19,USR-0056,benjamin.taylor,IT,Network_Logs,medium,Technical,INSERT,2944,BI_Tool,internal_server,success,185.68.166.20,774272,17.9,Python_Script,SSO,True,Tokyo,business_hours,DEVICE_ANOMALY
ACC-000690,2025-11-07 15:55:50,USR-0084,diya.li,Marketing,PROD_DB,high,Technical,SELECT,2033,API,local_workstation,success,10.178.173.70,565174,1,SSMS,SSO,False,Mumbai,business_hours,
ACC-000691,2025-11-07 18:49:03,USR-0063,amara.chen,Engineering,CI_CD_Pipeline,medium,Technical,SELECT,730,Web_Portal,local_workstation,success,10.220.28.15,167900,26.8,Tableau,API_Key,False,Mumbai,after_hours,
ACC-000692,2025-11-07 19:35:26,USR-0043,george.garcia,Sales,Litigation_DB,restricted,Legal,SELECT,429,Direct_Download,local_workstation,success,10.252.191.175,72072,1,Tableau,SSO,False,Frankfurt,after_hours,
ACC-000693,2025-11-07 22:46:23,USR-0024,aisha.harris,HR,Strategic_Plans,restricted,Operational,SELECT,0,BI_Tool,shared_drive,failure,10.17.229.8,0,1.4,SSMS,SSO,False,Singapore,night,FAILED_AUTH_BURST
ACC-000694,2025-11-08 05:28:10,USR-0009,blake.garcia,Legal,Legal_Documents,high,Legal,INSERT,17,BI_Tool,local_workstation,success,45.10.3.65,2346,17.3,curl,Password_Only,False,Tokyo,weekend,DEVICE_ANOMALY
ACC-000695,2025-11-08 17:06:22,USR-0054,uma.hernandez,Operations,PROD_DB,high,Technical,BULK_DOWNLOAD,67618,API,personal_device,success,10.144.155.216,19406366,14.3,SSMS,Password_Only,False,New_York,weekend,EXFILTRATION_RISK
ACC-000696,2025-11-08 21:55:27,USR-0014,jack.moreau,HR,All_Financial,restricted,Financial,EXPORT,140,BI_Tool,shared_drive,success,10.44.201.63,14140,10.5,SSMS,SSO,False,Tokyo,weekend,PRIVILEGE_ESCALATION
ACC-000697,2025-11-10 10:28:02,USR-0030,diya.zhang,Legal,Regulatory_Filings,medium,Legal,SELECT,530,SQL_Client,internal_server,success,10.131.201.74,151050,1,Tableau,SSO,False,Mumbai,business_hours,
ACC-000698,2025-11-10 10:56:17,USR-0055,aisha.rossi,Sales,Customer_Reports,medium,Operational,UPDATE,147,SQL_Client,local_workstation,success,10.96.169.231,52626,1,Tableau,API_Key,False,London,business_hours,
ACC-000699,2025-11-10 14:30:22,USR-0030,diya.zhang,Legal,Admin_Console,medium,Technical,BULK_DOWNLOAD,256,BI_Tool,shared_drive,success,10.169.240.137,56320,10.6,Power_BI,MFA,False,London,business_hours,PRIVILEGE_ESCALATION
ACC-000700,2025-11-11 01:02:48,USR-0018,dean.bernard,Engineering,PROD_DB,high,Technical,EXPORT,57419,Direct_Download,usb_drive,success,10.23.48.82,18086985,19.0,Excel,MFA,False,Mumbai,night,PRE_RESIGNATION_DOWNLOAD
ACC-000701,2025-11-11 04:51:47,USR-0082,siri.dubois,Legal,Litigation_DB,restricted,Legal,EXPORT,2745,SQL_Client,usb_drive,success,10.140.183.28,738405,8.2,Tableau,SSO,True,Toronto,night,PRE_RESIGNATION_DOWNLOAD
ACC-000702,2025-11-11 12:38:58,USR-0038,nisha.rodriguez,Marketing,Campaign_DB,low,Operational,EXPORT,171,BI_Tool,internal_server,success,10.250.30.170,38133,19.3,Python_Script,Password_Only,False,Singapore,business_hours,
ACC-000703,2025-11-11 20:21:55,USR-0077,aisha.patel,IT,CRM_Database,high,PII,SELECT,129,API,shared_drive,success,10.112.143.180,37926,15.4,Tableau,SSO,True,Toronto,after_hours,
ACC-000704,2025-11-12 16:14:40,USR-0075,tatiana.burke,Engineering,PROD_DB,high,Technical,SELECT,6526,API,internal_server,success,10.53.13.178,1266044,12.5,SSMS,Password_Only,False,Sydney,business_hours,
ACC-000705,2025-11-12 17:43:26,USR-0077,aisha.patel,IT,Admin_Console,medium,Technical,SELECT,355,SQL_Client,local_workstation,success,10.111.246.144,72065,21.4,Tableau,SSO,True,Sydney,business_hours,
ACC-000706,2025-11-13 13:24:03,USR-0048,gavin.park,Marketing,Benefits_DB,high,HR,INSERT,3768,SQL_Client,local_workstation,success,10.121.136.175,1526040,20.6,Power_BI,SSO,False,New_York,business_hours,
ACC-000707,2025-11-13 16:28:30,USR-0071,hugo.clark,Operations,Compliance_DB,high,Legal,INSERT,1860,API,local_workstation,success,10.59.129.224,150660,9.3,API_Client,Biometric,False,Sydney,business_hours,
ACC-000708,2025-11-13 16:28:54,USR-0055,aisha.rossi,Sales,Infrastructure_DB,high,Technical,SELECT,2914,Direct_Download,shared_drive,success,10.70.60.20,390476,22.8,API_Client,MFA,False,Singapore,business_hours,BULK_EXPORT
ACC-000709,2025-11-13 17:37:13,USR-0067,wei.jackson,Support,Knowledge_Base,low,Operational,UPDATE,644,API,internal_server,success,10.172.216.246,117208,15.8,API_Client,MFA,False,Tokyo,business_hours,
ACC-000710,2025-11-14 00:15:43,USR-0089,sarah.ghosh,Executive,Board_Materials,restricted,Financial,DELETE,0,SQL_Client,internal_server,failure,178.169.162.48,0,0.4,Power_BI,MFA,True,Unknown_VPN,night,FAILED_AUTH_BURST
ACC-000711,2025-11-14 03:38:41,USR-0071,hugo.clark,Operations,Merger_Documents,restricted,Financial,SELECT,2022,API,internal_server,success,10.94.90.49,186024,22.9,SSMS,SSO,False,Sydney,night,AFTER_HOURS_RESTRICTED
ACC-000712,2025-11-14 11:40:14,USR-0022,eric.verma,Finance,AP_System,high,Financial,SELECT,73,BI_Tool,local_workstation,success,10.103.192.80,20805,19.3,API_Client,SSO,False,Frankfurt,business_hours,
ACC-000713,2025-11-14 16:14:06,USR-0087,brett.perez,Sales,Sales_Pipeline,medium,Operational,UPDATE,915,Direct_Download,internal_server,success,10.216.231.49,249795,37.1,SSMS,API_Key,False,Frankfurt,business_hours,
ACC-000714,2025-11-16 06:52:14,USR-0029,marcus.harris,Engineering,Executive_Dashboard,high,Financial,EXPORT,136585,SQL_Client,local_workstation,success,10.185.159.17,18302390,21.0,SSMS,MFA,False,Mumbai,weekend,BULK_EXPORT
ACC-000715,2025-11-16 19:27:34,USR-0076,lena.kim,Marketing,All_Financial,restricted,Financial,EXPORT,117,SQL_Client,internal_server,success,10.112.6.42,29952,29.4,Python_Script,SSO,False,Frankfurt,weekend,PRIVILEGE_ESCALATION
ACC-000716,2025-11-17 04:56:06,USR-0075,tatiana.burke,Engineering,Code_Repository,medium,Technical,SELECT,0,SQL_Client,local_workstation,failure,10.135.51.244,0,1.9,Python_Script,Password_Only,False,London,night,FAILED_AUTH_BURST
ACC-000717,2025-11-17 16:10:47,USR-0061,simran.brown,Legal,Supply_Chain_DB,medium,Operational,EXPORT,1434,API,local_workstation,success,10.45.69.34,649602,11.0,Tableau,API_Key,False,Tokyo,business_hours,
ACC-000718,2025-11-17 17:57:13,USR-0026,isha.lee,Executive,Executive_Dashboard,high,Financial,SELECT,850,SQL_Client,local_workstation,success,10.77.161.158,191250,20.1,Python_Script,Biometric,True,New_York,business_hours,
ACC-000719,2025-11-17 20:35:11,USR-0046,karan.jones,Engineering,PROD_DB,high,Technical,SELECT,2669,Web_Portal,shared_drive,success,10.28.48.215,477751,25.3,Python_Script,API_Key,False,London,after_hours,
ACC-000720,2025-11-18 10:54:22,USR-0032,victor.menon,Support,FAQ_Database,low,Operational,UPDATE,1455,SQL_Client,local_workstation,success,10.154.251.40,200790,1,Excel,API_Key,True,Toronto,business_hours,
ACC-000721,2025-11-18 17:20:01,USR-0018,dean.bernard,Engineering,Board_Materials,restricted,Financial,SELECT,783,SQL_Client,local_workstation,success,10.13.75.75,140157,18.7,Python_Script,Biometric,False,New_York,business_hours,CROSS_DEPT_ACCESS
ACC-000722,2025-11-18 18:54:19,USR-0012,elena.gonzalez,Support,Knowledge_Base,low,Operational,EXPORT,2807,BI_Tool,local_workstation,success,10.88.58.87,519295,3.3,SSMS,MFA,False,Toronto,after_hours,
ACC-000723,2025-11-19 00:14:36,USR-0027,nathan.park,Marketing,Customer_Segments,medium,PII,SELECT,287,BI_Tool,shared_drive,success,91.171.103.97,112504,11.8,curl,MFA,False,Sydney,night,DEVICE_ANOMALY
ACC-000724,2025-11-20 01:16:27,USR-0010,maria.sharma,IT,AP_System,high,Financial,EXPORT,50437,CLI,usb_drive,success,10.83.206.149,18106883,14.1,Python_Script,API_Key,False,Lagos,night,NIGHT_BULK_CRITICAL
ACC-000725,2025-11-20 07:26:29,USR-0043,george.garcia,Sales,Legal_Documents,high,Legal,SELECT,20823,Direct_Download,internal_server,success,10.182.248.144,4935051,39.5,Power_BI,MFA,False,Sydney,early_morning,BULK_EXPORT
ACC-000726,2025-11-20 10:39:06,USR-0045,jack.gupta,IT,CRM_Database,high,PII,EXPORT,1582,BI_Tool,shared_drive,success,10.6.44.12,420812,15.1,Power_BI,SSO,False,Tokyo,business_hours,
ACC-000727,2025-11-20 11:38:45,USR-0011,grace.quinn,Finance,AP_System,high,Financial,BULK_DOWNLOAD,3473,API,local_workstation,success,10.60.55.122,1000224,29.7,SAP_GUI,MFA,False,New_York,business_hours,
ACC-000728,2025-11-20 13:55:47,USR-0086,dean.robinson,Executive,Customer_Segments,medium,PII,EXPORT,158,API,internal_server,success,10.104.104.67,55932,14.9,Tableau,API_Key,False,Mumbai,business_hours,
ACC-000729,2025-11-20 14:27:58,USR-0047,shreya.young,Engineering,Compliance_DB,high,Legal,SELECT,0,API,local_workstation,failure,185.234.92.79,0,1.0,API_Client,MFA,True,Unknown_VPN,business_hours,FAILED_AUTH_BURST
ACC-000730,2025-11-20 17:07:17,USR-0012,elena.gonzalez,Support,Knowledge_Base,low,Operational,BULK_DOWNLOAD,3242,BI_Tool,internal_report,success,10.22.63.186,677578,10.2,curl,MFA,False,New_York,business_hours,
ACC-000731,2025-11-20 18:45:35,USR-0039,patrick.zhang,Support,Customer_Vault,high,PII,INSERT,132,API,internal_server,success,10.78.176.254,62568,18.0,Custom_ETL,MFA,False,Singapore,after_hours,
ACC-000732,2025-11-20 19:56:34,USR-0045,jack.gupta,IT,CRM_Database,high,PII,UPDATE,1153,API,local_workstation,success,10.238.127.187,197163,6.9,Python_Script,API_Key,True,London,after_hours,
ACC-000733,2025-11-21 02:28:42,USR-0062,catherine.pillai,IT,Infrastructure_DB,high,Technical,BULK_DOWNLOAD,4381,BI_Tool,cloud_storage,success,10.26.68.249,1261728,1,Tableau,SSO,False,Toronto,night,PRE_RESIGNATION_DOWNLOAD
ACC-000734,2025-11-21 12:18:06,USR-0005,simran.anderson,Sales,Code_Repository,medium,Technical,EXPORT,485,Direct_Download,internal_server,success,10.116.68.77,185270,18.3,Tableau,MFA,False,Singapore,business_hours,
ACC-000735,2025-11-21 12:49:43,USR-0056,benjamin.taylor,IT,Backup_System,high,Technical,SELECT,3445,BI_Tool,local_workstation,success,10.253.81.32,1147185,13.3,Tableau,MFA,True,Toronto,business_hours,CROSS_DEPT_ACCESS
ACC-000736,2025-11-21 15:32:19,USR-0079,nisha.garcia,Sales,Campaign_DB,low,Operational,UPDATE,3416,CLI,internal_server,success,10.193.138.198,1099952,4.9,Tableau,MFA,False,Tokyo,business_hours,
ACC-000737,2025-11-21 17:15:16,USR-0095,tara.thompson,Sales,CRM_Database,high,PII,UPDATE,2306,Web_Portal,local_workstation,success,10.198.185.4,982356,1,Jupyter_Notebook,MFA,False,Singapore,business_hours,
ACC-000738,2025-11-22 02:23:56,USR-0058,aria.wang,IT,Compliance_DB,high,Legal,SELECT,723,API,internal_server,success,10.59.207.23,153999,1,Excel,SSO,False,Toronto,weekend,AFTER_HOURS_RESTRICTED
ACC-000739,2025-11-23 01:16:53,USR-0048,gavin.park,Marketing,Benefits_DB,high,HR,SELECT,141477,BI_Tool,external_email,success,10.77.127.88,34661865,7.1,Excel,MFA,False,Mumbai,weekend,PRE_RESIGNATION_DOWNLOAD
ACC-000740,2025-11-23 06:58:06,USR-0007,tyler.perez,Executive,Market_Research,low,Operational,BULK_DOWNLOAD,1367,BI_Tool,shared_drive,success,10.146.34.55,669830,12.2,API_Client,Biometric,False,Mumbai,weekend,STALE_ACCOUNT_ACCESS
ACC-000741,2025-11-23 08:55:26,USR-0097,riya.gonzalez,Marketing,Customer_Segments,medium,PII,SELECT,0,SQL_Client,local_workstation,failure,10.75.79.242,0,1.5,Tableau,SSO,False,London,weekend,FAILED_AUTH_BURST
ACC-000742,2025-11-24 15:51:37,USR-0022,eric.verma,Finance,AP_System,high,Financial,SELECT,123,BI_Tool,local_workstation,success,10.249.22.83,56088,10.5,Tableau,API_Key,False,Frankfurt,business_hours,
ACC-000743,2025-11-24 18:00:21,USR-0074,riya.petit,Marketing,Customer_Segments,medium,PII,BULK_DOWNLOAD,630,SQL_Client,local_workstation,success,10.31.242.202,101430,1,Excel,MFA,False,Singapore,after_hours,
ACC-000744,2025-11-25 06:12:21,USR-0067,wei.jackson,Support,Legal_Documents,high,Legal,EXPORT,8453,API,cloud_storage,success,10.39.200.168,4116611,1,SSMS,Certificate,False,London,early_morning,EXFILTRATION_RISK
ACC-000745,2025-11-25 08:02:35,USR-0036,rachel.kim,Sales,Customer_Reports,medium,Operational,EXPORT,208,SQL_Client,internal_server,success,10.78.215.138,65936,16.7,Tableau,SSO,False,Sydney,business_hours,
ACC-000746,2025-11-25 12:38:33,USR-0069,dean.reddy,Marketing,Lead_Database,medium,PII,INSERT,536,Web_Portal,local_workstation,success,10.81.98.121,213328,13.0,SAP_GUI,MFA,False,Mumbai,business_hours,
ACC-000747,2025-11-25 15:36:06,USR-0038,nisha.rodriguez,Marketing,Campaign_DB,low,Operational,SELECT,175,SQL_Client,local_workstation,success,10.179.75.104,46550,7.0,SSMS,SSO,False,Tokyo,business_hours,
ACC-000748,2025-11-25 17:45:04,USR-0003,aria.sharma,IT,Dev_DB,low,Technical,INSERT,439,SQL_Client,local_workstation,success,10.38.44.39,183063,8.5,Tableau,SSO,False,Singapore,business_hours,
ACC-000749,2025-11-26 13:34:36,USR-0076,lena.kim,Marketing,Marketing_Analytics,low,Operational,DELETE,99,API,shared_drive,success,10.48.96.235,43857,12.9,Tableau,SSO,True,Toronto,business_hours,
ACC-000750,2025-11-26 15:01:17,USR-0057,iris.dubois,Operations,Regulatory_Filings,medium,Legal,SELECT,1008,SQL_Client,local_workstation,success,10.189.192.77,186480,1,SSMS,Certificate,False,Singapore,business_hours,
ACC-000751,2025-11-26 18:17:26,USR-0045,jack.gupta,IT,Revenue_Dashboard,medium,Financial,INSERT,1996,BI_Tool,local_workstation,success,10.240.134.101,974048,8.4,Excel,Password_Only,True,Frankfurt,after_hours,
ACC-000752,2025-11-27 01:04:02,USR-0082,siri.dubois,Legal,Contract_Repository,high,Legal,BULK_DOWNLOAD,962,CLI,cloud_storage,success,10.122.3.82,422318,23.7,SSMS,Password_Only,True,Tokyo,night,PRE_RESIGNATION_DOWNLOAD
ACC-000753,2025-11-27 04:56:27,USR-0006,liam.sanchez,Engineering,PROD_DB,high,Technical,EXPORT,14096,Direct_Download,external_email,success,10.133.54.93,3213888,10.9,Python_Script,Password_Only,False,Singapore,night,PRE_RESIGNATION_DOWNLOAD
ACC-000754,2025-11-27 18:45:18,USR-0090,wade.das,Sales,Market_Research,low,Operational,BULK_DOWNLOAD,47,SQL_Client,shared_drive,success,10.161.112.166,11327,19.5,Python_Script,SSO,True,Tokyo,after_hours,
ACC-000755,2025-11-27 21:13:23,USR-0070,hugo.patel,IT,Network_Logs,medium,Technical,SELECT,112,CLI,local_workstation,success,10.156.75.37,27440,24.9,Custom_ETL,MFA,False,Toronto,after_hours,
ACC-000756,2025-11-28 00:16:13,USR-0037,haruto.nair,Operations,Payroll_System,restricted,PII,EXPORT,329,CLI,internal_report,success,10.245.30.124,61852,15.1,Power_BI,Certificate,False,Singapore,night,DEVICE_ANOMALY
ACC-000757,2025-11-28 14:06:18,USR-0018,dean.bernard,Engineering,PROD_DB,high,Technical,SELECT,18795,BI_Tool,cloud_storage,success,10.75.194.123,1559985,19.6,Power_BI,API_Key,False,London,business_hours,PRE_RESIGNATION_DOWNLOAD
ACC-000758,2025-11-30 01:02:12,USR-0066,finn.kumar,IT,All_Financial,restricted,Financial,EXPORT,287,Web_Portal,internal_server,success,10.169.239.206,97867,1.9,Power_BI,MFA,False,Frankfurt,weekend,AFTER_HOURS_RESTRICTED
ACC-000759,2025-12-01 19:14:11,USR-0095,tara.thompson,Sales,CRM_Database,high,PII,SELECT,3710,Web_Portal,shared_drive,success,10.180.195.148,1068480,2.0,Jupyter_Notebook,MFA,True,London,after_hours,
ACC-000760,2025-12-02 02:51:59,USR-0021,rhea.pillai,Legal,Legal_Documents,high,Legal,UPDATE,0,API,internal_server,failure,10.238.125.166,0,1.8,Power_BI,SSO,False,London,night,FAILED_AUTH_BURST
ACC-000761,2025-12-02 05:34:03,USR-0063,amara.chen,Engineering,AR_System,high,Financial,BULK_DOWNLOAD,1168,Direct_Download,local_workstation,success,10.14.135.205,393616,6.5,Tableau,SSO,False,Tokyo,night,AFTER_HOURS_RESTRICTED
ACC-000762,2025-12-02 08:14:11,USR-0051,tatiana.martinez,Support,Knowledge_Base,low,Operational,UPDATE,625,API,local_workstation,success,10.186.217.136,183750,3.0,Tableau,MFA,True,London,business_hours,
ACC-000763,2025-12-02 09:07:34,USR-0031,divya.becker,Support,Board_Materials,restricted,Financial,BULK_DOWNLOAD,94196,SQL_Client,local_workstation,success,10.205.135.64,45214080,15.1,Power_BI,SSO,False,Mumbai,business_hours,BULK_EXPORT
ACC-000764,2025-12-02 10:53:58,USR-0093,jack.rodriguez,Operations,Ops_Dashboard,low,Operational,EXPORT,161,BI_Tool,local_workstation,success,10.246.159.69,16583,4.6,Power_BI,Certificate,False,Mumbai,business_hours,
ACC-000765,2025-12-02 12:18:39,USR-0046,karan.jones,Engineering,All_Financial,restricted,Financial,SELECT,1932,API,shared_drive,success,10.117.246.129,392196,2.8,SAP_GUI,Password_Only,True,New_York,business_hours,
ACC-000766,2025-12-02 13:47:50,USR-0037,haruto.nair,Operations,Inventory_DB,medium,Operational,SELECT,460,API,shared_drive,success,10.156.247.187,84180,19.3,Power_BI,API_Key,False,Tokyo,business_hours,
ACC-000767,2025-12-03 17:42:37,USR-0039,patrick.zhang,Support,FAQ_Database,low,Operational,BULK_DOWNLOAD,51,BI_Tool,internal_server,success,10.208.65.119,16575,20.3,SSMS,MFA,True,New_York,business_hours,
