access_id,is_anomaly,anomaly_type,severity,explanation
ACC-000580,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000581,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000582,True,DEVICE_ANOMALY,MEDIUM,Contractor machine accessing high-sensitivity Backup_System. Equipment policy violation.
ACC-000583,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000584,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity Legal_Documents at 23:33 (outside 8-20 hours).
ACC-000585,True,BULK_EXPORT,HIGH,Exported 76043 records from AR_System (avg is 786). Volume is 97x normal.
ACC-000586,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity CRM_Database at 03:51 (outside 9-18 hours).
ACC-000587,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-12-01; sudden access to Lead_Database after extended dormancy.
ACC-000588,True,CROSS_DEPT_ACCESS,MEDIUM,Engineering employee accessed Customer_Vault (high sensitivity) — not in approved assets.
ACC-000589,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed restricted-sensitivity Employee_Records at 02:45 (outside 8-20 hours).
ACC-000590,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000591,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000592,True,CROSS_DEPT_ACCESS,MEDIUM,HR employee accessed AP_System (high sensitivity) — not in approved assets.
ACC-000593,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2026-02-19; sudden access to Board_Materials after extended dormancy.
ACC-000594,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000595,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000596,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-11-08; sudden access to All_Financial after extended dormancy.
ACC-000597,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000598,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000599,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-12-01; sudden access to Lead_Database after extended dormancy.
ACC-000600,True,PRIVILEGE_ESCALATION,HIGH,junior-tier user accessed Admin_Console (medium). Exceeds privilege level.
ACC-000601,True,BULK_EXPORT,HIGH,Exported 1323 records from Employee_Records (avg is 112). Volume is 12x normal.
ACC-000602,True,CROSS_DEPT_ACCESS,MEDIUM,Legal employee accessed PROD_DB (high sensitivity) — not in approved assets.
ACC-000603,True,PRIVILEGE_ESCALATION,HIGH,junior-tier user accessed Merger_Documents (restricted). Exceeds privilege level.
ACC-000604,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000605,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000606,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000607,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2026-02-19; sudden access to Strategic_Plans after extended dormancy.
ACC-000608,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-12-13; sudden access to Legal_Documents after extended dormancy.
ACC-000609,True,CROSS_DEPT_ACCESS,MEDIUM,Sales employee accessed PROD_DB (high sensitivity) — not in approved assets.
ACC-000610,True,NIGHT_BULK_CRITICAL,CRITICAL,"CRITICAL: 14011 records bulk exported from HR_Database at 03:52 to external_email. Weak auth (API_Key), geo: New_York."
ACC-000611,True,NIGHT_BULK_CRITICAL,CRITICAL,"CRITICAL: 3703 records bulk exported from Merger_Documents at 04:38 to external_email. Weak auth (Password_Only), geo: Tor_Exit_Node."
ACC-000612,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-11-11; sudden access to Customer_Reports after extended dormancy.
ACC-000613,True,PRE_RESIGNATION_DOWNLOAD,CRITICAL,"Employee on notice period downloaded 46428 records from PROD_DB to external_email. Tenure: 54mo, notice_period=True."
ACC-000614,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed restricted-sensitivity Board_Materials at 03:51 (outside 6-22 hours).
ACC-000615,True,PRE_RESIGNATION_DOWNLOAD,CRITICAL,"Employee on notice period downloaded 17197 records from Strategic_Plans to personal_device. Tenure: 61mo, notice_period=True."
ACC-000616,True,BULK_EXPORT,HIGH,Exported 273078 records from Financial_Reports (avg is 3456). Volume is 79x normal.
ACC-000617,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-11-06; sudden access to Logistics_System after extended dormancy.
ACC-000618,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-11-08; sudden access to Social_Media_DB after extended dormancy.
ACC-000619,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000620,True,EXFILTRATION_RISK,CRITICAL,Exported 13708 records from PROD_DB to external_email. High exfiltration risk.
ACC-000621,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000622,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000623,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-12-18; sudden access to Admin_Console after extended dormancy.
ACC-000624,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000625,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000626,True,PRE_RESIGNATION_DOWNLOAD,CRITICAL,"Employee on notice period downloaded 45663 records from All_Financial to external_email. Tenure: 61mo, notice_period=True."
ACC-000627,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000628,True,DEVICE_ANOMALY,MEDIUM,Contractor machine accessing high-sensitivity AR_System. Equipment policy violation.
ACC-000629,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000630,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000631,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000632,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000633,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000634,True,BULK_EXPORT,HIGH,Exported 306541 records from Customer_Vault (avg is 3457). Volume is 89x normal.
ACC-000635,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity Executive_Dashboard at 05:57 (outside 9-18 hours).
ACC-000636,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed restricted-sensitivity Litigation_DB at 01:06 (outside 7-22 hours).
ACC-000637,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000638,True,CROSS_DEPT_ACCESS,MEDIUM,Operations employee accessed CRM_Database (high sensitivity) — not in approved assets.
ACC-000639,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed restricted-sensitivity Payroll_System at 05:49 (outside 8-18 hours).
ACC-000640,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000641,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000642,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000643,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000644,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000645,True,BULK_EXPORT,HIGH,Exported 7010 records from Customer_Vault (avg is 242). Volume is 29x normal.
ACC-000646,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000647,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000648,True,EXFILTRATION_RISK,CRITICAL,Exported 19114 records from GL_Ledger to usb_drive. High exfiltration risk.
ACC-000649,True,DEVICE_ANOMALY,MEDIUM,Contractor machine accessing high-sensitivity Customer_Vault. Equipment policy violation.
ACC-000650,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000651,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity GL_Ledger at 01:33 (outside 8-20 hours).
ACC-000652,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-12-01; sudden access to Sales_Pipeline after extended dormancy.
ACC-000653,True,BULK_EXPORT,HIGH,Exported 2434 records from CRM_Database (avg is 75). Volume is 32x normal.
ACC-000654,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000655,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000656,True,EXFILTRATION_RISK,CRITICAL,Exported 4772 records from Backup_System to cloud_storage. High exfiltration risk.
ACC-000657,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000658,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-12-01; sudden access to Lead_Database after extended dormancy.
ACC-000659,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000660,True,FAILED_AUTH_BURST,MEDIUM,Failed SSO authentication attempt from Unknown_VPN (IP: 178.200.29.137). Part of burst pattern.
ACC-000661,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000662,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000663,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000664,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000665,True,CROSS_DEPT_ACCESS,MEDIUM,Engineering employee accessed AP_System (high sensitivity) — not in approved assets.
ACC-000666,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000667,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000668,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000669,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000670,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity HR_Database at 01:31 (outside 7-21 hours).
ACC-000671,True,FAILED_AUTH_BURST,MEDIUM,Failed Password_Only authentication attempt from Tokyo (IP: 10.129.211.1). Part of burst pattern.
ACC-000672,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-11-08; sudden access to All_Financial after extended dormancy.
ACC-000673,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity AR_System at 00:16 (outside 7-22 hours).
ACC-000674,True,EXFILTRATION_RISK,CRITICAL,Exported 3608 records from Contract_Repository to usb_drive. High exfiltration risk.
ACC-000675,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000676,True,FAILED_AUTH_BURST,MEDIUM,Failed MFA authentication attempt from Pyongyang (IP: 203.114.223.191). Part of burst pattern.
ACC-000677,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000678,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000679,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000680,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000681,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000682,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000683,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000684,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000685,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000686,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000687,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000688,True,FAILED_AUTH_BURST,MEDIUM,Failed Password_Only authentication attempt from Lagos (IP: 91.210.173.187). Part of burst pattern.
ACC-000689,True,DEVICE_ANOMALY,MEDIUM,Access from unregistered device (IP: 185.68.166.20) using Python_Script. Not matching registered equipment.
ACC-000690,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000691,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000692,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000693,True,FAILED_AUTH_BURST,MEDIUM,Failed SSO authentication attempt from Singapore (IP: 10.17.229.8). Part of burst pattern.
ACC-000694,True,DEVICE_ANOMALY,MEDIUM,Access from unregistered device (IP: 45.10.3.65) using curl. Not matching registered equipment.
ACC-000695,True,EXFILTRATION_RISK,CRITICAL,Exported 67618 records from PROD_DB to personal_device. High exfiltration risk.
ACC-000696,True,PRIVILEGE_ESCALATION,HIGH,junior-tier user accessed All_Financial (restricted). Exceeds privilege level.
ACC-000697,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000698,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000699,True,PRIVILEGE_ESCALATION,HIGH,standard-tier user accessed Admin_Console (medium). Exceeds privilege level.
ACC-000700,True,PRE_RESIGNATION_DOWNLOAD,CRITICAL,"Employee on notice period downloaded 57419 records from PROD_DB to usb_drive. Tenure: 54mo, notice_period=True."
ACC-000701,True,PRE_RESIGNATION_DOWNLOAD,CRITICAL,"Employee on notice period downloaded 2745 records from Litigation_DB to usb_drive. Tenure: 33mo, notice_period=True."
ACC-000702,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000703,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000704,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000705,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000706,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000707,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000708,True,BULK_EXPORT,HIGH,Exported 2914 records from Infrastructure_DB (avg is 131). Volume is 22x normal.
ACC-000709,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000710,True,FAILED_AUTH_BURST,MEDIUM,Failed MFA authentication attempt from Unknown_VPN (IP: 178.169.162.48). Part of burst pattern.
ACC-000711,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed restricted-sensitivity Merger_Documents at 03:38 (outside 8-18 hours).
ACC-000712,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000713,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000714,True,BULK_EXPORT,HIGH,Exported 136585 records from Executive_Dashboard (avg is 1869). Volume is 73x normal.
ACC-000715,True,PRIVILEGE_ESCALATION,HIGH,junior-tier user accessed All_Financial (restricted). Exceeds privilege level.
ACC-000716,True,FAILED_AUTH_BURST,MEDIUM,Failed Password_Only authentication attempt from London (IP: 10.135.51.244). Part of burst pattern.
ACC-000717,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000718,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000719,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000720,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000721,True,CROSS_DEPT_ACCESS,MEDIUM,Engineering employee accessed Board_Materials (restricted sensitivity) — not in approved assets.
ACC-000722,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000723,True,DEVICE_ANOMALY,MEDIUM,Access from unregistered device (IP: 91.171.103.97) using curl. Not matching registered equipment.
ACC-000724,True,NIGHT_BULK_CRITICAL,CRITICAL,"CRITICAL: 50437 records bulk exported from AP_System at 01:16 to usb_drive. Weak auth (API_Key), geo: Lagos."
ACC-000725,True,BULK_EXPORT,HIGH,Exported 20823 records from Legal_Documents (avg is 692). Volume is 30x normal.
ACC-000726,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000727,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000728,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000729,True,FAILED_AUTH_BURST,MEDIUM,Failed MFA authentication attempt from Unknown_VPN (IP: 185.234.92.79). Part of burst pattern.
ACC-000730,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000731,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000732,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000733,True,PRE_RESIGNATION_DOWNLOAD,CRITICAL,"Employee on notice period downloaded 4381 records from Infrastructure_DB to cloud_storage. Tenure: 18mo, notice_period=True."
ACC-000734,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000735,True,CROSS_DEPT_ACCESS,MEDIUM,IT employee accessed Backup_System (high sensitivity) — not in approved assets.
ACC-000736,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000737,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000738,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity Compliance_DB at 02:23 (outside 7-22 hours).
ACC-000739,True,PRE_RESIGNATION_DOWNLOAD,CRITICAL,"Employee on notice period downloaded 141477 records from Benefits_DB to external_email. Tenure: 24mo, notice_period=True."
ACC-000740,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-11-08; sudden access to Market_Research after extended dormancy.
ACC-000741,True,FAILED_AUTH_BURST,MEDIUM,Failed SSO authentication attempt from London (IP: 10.75.79.242). Part of burst pattern.
ACC-000742,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000743,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000744,True,EXFILTRATION_RISK,CRITICAL,Exported 8453 records from Legal_Documents to cloud_storage. High exfiltration risk.
ACC-000745,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000746,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000747,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000748,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000749,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000750,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000751,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000752,True,PRE_RESIGNATION_DOWNLOAD,CRITICAL,"Employee on notice period downloaded 962 records from Contract_Repository to cloud_storage. Tenure: 33mo, notice_period=True."
ACC-000753,True,PRE_RESIGNATION_DOWNLOAD,CRITICAL,"Employee on notice period downloaded 14096 records from PROD_DB to external_email. Tenure: 33mo, notice_period=True."
ACC-000754,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000755,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000756,True,DEVICE_ANOMALY,MEDIUM,Contractor machine accessing restricted-sensitivity Payroll_System. Equipment policy violation.
ACC-000757,True,PRE_RESIGNATION_DOWNLOAD,CRITICAL,"Employee on notice period downloaded 18795 records from PROD_DB to cloud_storage. Tenure: 54mo, notice_period=True."
ACC-000758,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed restricted-sensitivity All_Financial at 01:02 (outside 7-22 hours).
ACC-000759,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000760,True,FAILED_AUTH_BURST,MEDIUM,Failed SSO authentication attempt from London (IP: 10.238.125.166). Part of burst pattern.
ACC-000761,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity AR_System at 05:34 (outside 8-20 hours).
ACC-000762,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000763,True,BULK_EXPORT,HIGH,Exported 94196 records from Board_Materials (avg is 1172). Volume is 80x normal.
ACC-000764,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000765,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000766,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000767,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000768,True,PRE_RESIGNATION_DOWNLOAD,CRITICAL,"Employee on notice period downloaded 7478 records from Backup_System to personal_device. Tenure: 18mo, notice_period=True."
ACC-000769,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000770,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000771,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed restricted-sensitivity Board_Materials at 00:44 (outside 9-18 hours).
ACC-000772,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000773,True,DEVICE_ANOMALY,MEDIUM,Access from unregistered device (IP: 178.126.7.48) using curl. Not matching registered equipment.
ACC-000774,True,PRE_RESIGNATION_DOWNLOAD,CRITICAL,"Employee on notice period downloaded 64643 records from Customer_Vault to personal_device. Tenure: 24mo, notice_period=True."
ACC-000775,True,PRE_RESIGNATION_DOWNLOAD,CRITICAL,"Employee on notice period downloaded 5827 records from Executive_Dashboard to usb_drive. Tenure: 61mo, notice_period=True."
ACC-000776,True,EXFILTRATION_RISK,CRITICAL,Exported 73550 records from Board_Materials to personal_device. High exfiltration risk.
ACC-000777,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000778,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-12-18; sudden access to Network_Logs after extended dormancy.
ACC-000779,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000780,True,PRIVILEGE_ESCALATION,HIGH,standard-tier user accessed Admin_Console (medium). Exceeds privilege level.
ACC-000781,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000782,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000783,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000784,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000785,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000786,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000787,True,NIGHT_BULK_CRITICAL,CRITICAL,"CRITICAL: 33827 records bulk exported from Legal_Documents at 03:45 to usb_drive. Weak auth (API_Key), geo: Unknown_VPN."
ACC-000788,True,CROSS_DEPT_ACCESS,MEDIUM,IT employee accessed Benefits_DB (high sensitivity) — not in approved assets.
ACC-000789,True,BULK_EXPORT,HIGH,Exported 36387 records from Contract_Repository (avg is 786). Volume is 46x normal.
ACC-000790,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2026-02-19; sudden access to Executive_Dashboard after extended dormancy.
ACC-000791,True,CROSS_DEPT_ACCESS,MEDIUM,Legal employee accessed Backup_System (high sensitivity) — not in approved assets.
ACC-000792,True,FAILED_AUTH_BURST,MEDIUM,Failed MFA authentication attempt from London (IP: 10.29.251.194). Part of burst pattern.
ACC-000793,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity Backup_System at 23:13 (outside 7-22 hours).
ACC-000794,True,BULK_EXPORT,HIGH,Exported 21443 records from Litigation_DB (avg is 500). Volume is 43x normal.
ACC-000795,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000796,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000797,True,DEVICE_ANOMALY,MEDIUM,Access from unregistered device (IP: 203.17.223.126) using Custom_ETL. Not matching registered equipment.
ACC-000798,True,EXFILTRATION_RISK,CRITICAL,Exported 33851 records from Merger_Documents to personal_device. High exfiltration risk.
ACC-000799,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000800,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000801,True,BULK_EXPORT,HIGH,Exported 78219 records from CRM_Database (avg is 3026). Volume is 26x normal.
ACC-000802,True,EXFILTRATION_RISK,CRITICAL,Exported 1376 records from PROD_DB to usb_drive. High exfiltration risk.
ACC-000803,True,DEVICE_ANOMALY,MEDIUM,Contractor machine accessing high-sensitivity Legal_Documents. Equipment policy violation.
ACC-000804,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000805,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000806,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000807,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000808,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000809,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity CRM_Database at 22:41 (outside 7-22 hours).
ACC-000810,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000811,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000812,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000813,True,FAILED_AUTH_BURST,MEDIUM,Failed SSO authentication attempt from Lagos (IP: 185.177.240.167). Part of burst pattern.
ACC-000814,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000815,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000816,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000817,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000818,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000819,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000820,True,FAILED_AUTH_BURST,MEDIUM,Failed SSO authentication attempt from Toronto (IP: 10.116.129.96). Part of burst pattern.
ACC-000821,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-12-13; sudden access to Employee_Records after extended dormancy.
ACC-000822,True,DEVICE_ANOMALY,MEDIUM,Access from unregistered device (IP: 91.114.14.154) using Python_Script. Not matching registered equipment.
ACC-000823,True,FAILED_AUTH_BURST,MEDIUM,Failed SSO authentication attempt from Toronto (IP: 10.84.245.133). Part of burst pattern.
ACC-000824,True,FAILED_AUTH_BURST,MEDIUM,Failed SSO authentication attempt from Mumbai (IP: 10.150.78.38). Part of burst pattern.
ACC-000825,True,CROSS_DEPT_ACCESS,MEDIUM,HR employee accessed All_Financial (restricted sensitivity) — not in approved assets.
ACC-000826,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-12-18; sudden access to Admin_Console after extended dormancy.
ACC-000827,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000828,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000829,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000830,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-12-18; sudden access to Admin_Console after extended dormancy.
ACC-000831,True,NIGHT_BULK_CRITICAL,CRITICAL,"CRITICAL: 109266 records bulk exported from Infrastructure_DB at 01:22 to external_email. Weak auth (Password_Only), geo: Mumbai."
ACC-000832,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000833,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000834,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000835,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000836,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000837,True,EXFILTRATION_RISK,CRITICAL,Exported 19146 records from Board_Materials to personal_device. High exfiltration risk.
ACC-000838,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000839,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000840,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000841,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity Infrastructure_DB at 00:30 (outside 8-19 hours).
ACC-000842,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity Compliance_DB at 04:33 (outside 6-22 hours).
ACC-000843,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000844,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000845,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000846,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000847,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000848,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000849,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed restricted-sensitivity Board_Materials at 02:17 (outside 9-18 hours).
ACC-000850,True,CROSS_DEPT_ACCESS,MEDIUM,Support employee accessed Backup_System (high sensitivity) — not in approved assets.
ACC-000851,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity PROD_DB at 05:12 (outside 7-22 hours).
ACC-000852,True,DEVICE_ANOMALY,MEDIUM,Access from unregistered device (IP: 91.61.189.110) using curl. Not matching registered equipment.
ACC-000853,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000854,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000855,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000856,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000857,True,DEVICE_ANOMALY,MEDIUM,Access from unregistered device (IP: 185.240.216.96) using Custom_ETL. Not matching registered equipment.
ACC-000858,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-12-01; sudden access to AR_System after extended dormancy.
ACC-000859,True,CROSS_DEPT_ACCESS,MEDIUM,Operations employee accessed Employee_Records (restricted sensitivity) — not in approved assets.
ACC-000860,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000861,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000862,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000863,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000864,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000865,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity Legal_Documents at 22:46 (outside 8-19 hours).
